Date,Open,High,Low,Close,Adj Close,Volume
1993-05-05,44.468750,44.750000,44.468750,44.593750,26.132790,109000
1993-05-06,44.531250,44.562500,44.406250,44.437500,26.041229,54700
1993-05-07,44.468750,44.468750,44.281250,44.343750,25.986288,68000
1993-05-10,44.406250,44.687500,44.406250,44.437500,26.041229,113900
1993-05-11,44.437500,44.625000,44.312500,44.625000,26.151098,42600
1993-05-12,44.437500,44.593750,44.437500,44.562500,26.114475,31000
1993-05-13,44.375000,44.375000,44.000000,44.031250,25.803146,129100
1993-05-14,44.031250,44.156250,43.968750,44.000000,25.784847,63500
1993-05-17,44.125000,44.156250,43.937500,44.156250,25.876390,34000
1993-05-18,44.187500,44.218750,43.968750,44.125000,25.858093,105200
1993-05-19,44.125000,45.031250,43.843750,45.031250,26.389166,50200
1993-05-20,45.031250,45.156250,44.937500,45.156250,26.462437,98200
1993-05-21,45.187500,45.250000,44.718750,44.750000,26.224354,221400
1993-05-24,44.843750,45.093750,44.843750,44.937500,26.334230,30500
1993-05-25,45.125000,45.125000,45.031250,45.031250,26.389166,191800
1993-05-26,45.156250,45.625000,45.125000,45.593750,26.718815,102400
1993-05-27,45.656250,45.656250,45.375000,45.437500,26.627241,53800
1993-05-28,45.406250,45.406250,45.000000,45.218750,26.499062,79100
1993-06-01,45.375000,45.812500,45.312500,45.656250,26.755444,28300
1993-06-02,45.531250,45.750000,45.343750,45.593750,26.718815,20300
1993-06-03,45.500000,45.500000,45.343750,45.437500,26.627241,21600
1993-06-04,45.312500,45.312500,45.093750,45.281250,26.535669,32000
1993-06-07,45.375000,45.375000,45.125000,45.125000,26.444105,121400
1993-06-08,45.000000,45.000000,44.718750,44.718750,26.206038,104500
1993-06-09,44.875000,45.062500,44.812500,44.875000,26.297602,43300
1993-06-10,44.843750,44.937500,44.750000,44.906250,26.315922,17900
1993-06-11,45.062500,45.156250,44.906250,45.093750,26.425787,647400
1993-06-14,45.156250,45.187500,45.031250,45.031250,26.389166,64200
1993-06-15,45.093750,45.125000,44.937500,44.937500,26.334230,142400
1993-06-16,44.937500,45.031250,44.812500,45.031250,26.389166,330900
1993-06-17,45.125000,45.187500,45.031250,45.187500,26.480740,37400
1993-06-18,44.843750,44.843750,44.500000,44.500000,26.262667,58500
1993-06-21,44.625000,44.625000,44.531250,44.593750,26.317999,29300
1993-06-22,44.656250,44.656250,44.562500,44.625000,26.336454,137500
1993-06-23,44.625000,44.625000,44.218750,44.218750,26.096682,227600
1993-06-24,44.343750,44.812500,44.343750,44.812500,26.447111,243700
1993-06-25,44.781250,44.906250,44.750000,44.781250,26.428654,44800
1993-06-28,45.000000,45.281250,44.937500,45.281250,26.723751,439900
1993-06-29,45.218750,45.218750,45.000000,45.062500,26.594650,207500
1993-06-30,45.125000,45.218750,45.000000,45.062500,26.594650,437600
1993-07-01,45.125000,45.125000,44.875000,44.937500,26.520870,605700
1993-07-02,44.781250,44.812500,44.531250,44.687500,26.373331,285400
1993-07-06,44.625000,44.750000,44.156250,44.218750,26.096682,246400
1993-07-07,44.187500,44.406250,44.187500,44.343750,26.170452,343700
1993-07-08,44.375000,44.937500,44.312500,44.843750,26.465553,248200
1993-07-09,44.843750,44.968750,44.750000,44.968750,26.539316,378200
1993-07-12,44.906250,44.968750,44.843750,44.937500,26.520870,373700
1993-07-13,44.968750,45.093750,44.656250,44.906250,26.502432,389600
1993-07-14,44.937500,45.187500,44.906250,45.062500,26.594650,617300
1993-07-15,45.031250,45.031250,44.781250,44.875000,26.483990,443800
1993-07-16,44.906250,44.937500,44.687500,44.750000,26.410219,216400
1993-07-19,44.750000,44.750000,44.593750,44.718750,26.391773,188200
1993-07-20,44.687500,44.843750,44.468750,44.843750,26.465553,68500
1993-07-21,44.781250,44.812500,44.656250,44.812500,26.447111,142700
1993-07-22,44.750000,44.812500,44.500000,44.500000,26.262667,632400
1993-07-23,44.593750,44.718750,44.562500,44.718750,26.391773,286200
1993-07-26,44.843750,45.062500,44.843750,44.968750,26.539316,121300
1993-07-27,45.000000,45.031250,44.781250,44.937500,26.520870,92800
1993-07-28,44.843750,44.937500,44.781250,44.843750,26.465553,30800
1993-07-29,44.937500,45.218750,44.875000,45.093750,26.613089,331000
1993-07-30,45.093750,45.093750,44.781250,44.843750,26.465553,75300
1993-08-02,44.906250,45.125000,44.906250,44.968750,26.539316,41300
1993-08-03,45.062500,45.187500,44.843750,45.000000,26.557755,81600
1993-08-04,45.000000,45.093750,44.875000,45.000000,26.557755,434000
1993-08-05,45.000000,45.000000,44.843750,44.906250,26.502432,36800
1993-08-06,45.031250,45.062500,44.906250,44.968750,26.539316,402300
1993-08-09,45.093750,45.343750,45.000000,45.218750,26.686878,828200
1993-08-10,45.187500,45.218750,45.125000,45.187500,26.668409,604900
1993-08-11,45.156250,45.312500,45.156250,45.187500,26.668409,542200
1993-08-12,45.312500,45.312500,44.906250,45.062500,26.594650,303700
1993-08-13,45.093750,45.156250,45.093750,45.125000,26.631523,103500
1993-08-16,45.156250,45.500000,45.156250,45.375000,26.779068,241800
1993-08-17,45.343750,45.531250,45.343750,45.531250,26.871273,369300
1993-08-18,45.687500,45.875000,45.656250,45.781250,27.018822,414300
1993-08-19,45.812500,45.812500,45.718750,45.781250,27.018822,28500
1993-08-20,45.687500,45.812500,45.656250,45.812500,27.037270,80700
1993-08-23,45.625000,45.750000,45.625000,45.718750,26.981947,15600
1993-08-24,45.718750,46.218750,45.718750,46.218750,27.277027,273400
1993-08-25,46.218750,46.437500,46.156250,46.250000,27.295486,242300
1993-08-26,46.281250,46.531250,46.093750,46.281250,27.313927,120000
1993-08-27,46.156250,46.250000,46.156250,46.250000,27.295486,25700
1993-08-30,46.281250,46.500000,46.281250,46.437500,27.406134,183500
1993-08-31,46.406250,46.562500,46.343750,46.562500,27.479904,66500
1993-09-01,46.406250,46.593750,46.406250,46.500000,27.443018,136500
1993-09-02,46.531250,46.593750,46.312500,46.343750,27.350809,472400
1993-09-03,46.312500,46.437500,46.250000,46.375000,27.369247,630500
1993-09-07,46.375000,46.437500,46.000000,46.062500,27.184834,196400
1993-09-08,46.062500,46.062500,45.593750,45.906250,27.092619,269900
1993-09-09,45.718750,46.031250,45.718750,46.000000,27.147934,239200
1993-09-10,46.125000,46.437500,46.062500,46.406250,27.387684,106500
1993-09-13,46.562500,46.562500,46.437500,46.437500,27.406134,66900
1993-09-14,46.312500,46.312500,46.093750,46.250000,27.295486,184500
1993-09-15,46.062500,46.406250,45.906250,46.375000,27.369247,101000
1993-09-16,46.312500,46.343750,46.156250,46.187500,27.258585,54300
1993-09-17,45.875000,45.906250,45.750000,45.812500,27.205732,200900
1993-09-20,45.875000,45.968750,45.437500,45.437500,26.983040,57800
1993-09-21,45.500000,45.562500,44.812500,45.281250,26.890263,318200
1993-09-22,45.437500,45.718750,45.375000,45.656250,27.112957,439700
1993-09-23,45.781250,45.937500,45.718750,45.906250,27.261425,88500
1993-09-24,45.843750,45.875000,45.718750,45.781250,27.187174,53500
1993-09-27,46.125000,46.281250,46.125000,46.281250,27.484112,274600
1993-09-28,46.312500,46.312500,46.156250,46.187500,27.428425,158300
1993-09-29,46.187500,46.312500,45.968750,46.031250,27.335630,221000
1993-09-30,46.031250,46.125000,45.843750,45.937500,27.279972,99300
1993-10-01,45.875000,46.218750,45.812500,46.156250,27.409872,22700
1993-10-04,46.218750,46.218750,46.093750,46.218750,27.446976,1038500
1993-10-05,46.312500,46.312500,46.000000,46.156250,27.409872,436500
1993-10-06,46.187500,46.375000,46.125000,46.125000,27.391308,209200
1993-10-07,46.187500,46.187500,45.968750,46.000000,27.317076,59400
1993-10-08,46.125000,46.156250,45.718750,46.062500,27.354221,54400
1993-10-11,46.156250,46.250000,46.156250,46.156250,27.409872,467100
1993-10-12,46.218750,46.250000,46.187500,46.218750,27.446976,26200
1993-10-13,46.250000,46.250000,46.156250,46.218750,27.446976,139100
1993-10-14,46.406250,46.812500,46.281250,46.812500,27.799595,108100
1993-10-15,47.031250,47.156250,46.906250,47.062500,27.948042,1502500
1993-10-18,47.031250,47.031250,46.875000,46.937500,27.873816,722400
1993-10-19,46.875000,46.968750,46.593750,46.593750,27.669678,880100
1993-10-20,46.750000,46.750000,46.562500,46.656250,27.706795,230400
1993-10-21,46.687500,46.687500,46.531250,46.593750,27.669678,56200
1993-10-22,46.656250,46.843750,46.375000,46.375000,27.539776,390700
1993-10-25,46.406250,46.562500,46.281250,46.500000,27.614010,114500
1993-10-26,46.468750,46.500000,46.312500,46.468750,27.595463,186200
1993-10-27,46.406250,46.531250,46.406250,46.500000,27.614010,118400
1993-10-28,46.562500,46.968750,46.562500,46.843750,27.818127,129600
1993-10-29,46.812500,46.875000,46.781250,46.843750,27.818127,80700
1993-11-01,46.781250,47.000000,46.781250,46.968750,27.892374,36400
1993-11-02,46.906250,47.000000,46.656250,46.937500,27.873816,262100
1993-11-03,46.906250,46.906250,46.125000,46.343750,27.521225,479100
1993-11-04,46.343750,46.343750,45.812500,45.843750,27.224289,130400
1993-11-05,45.718750,46.062500,45.531250,46.062500,27.354221,363200
1993-11-08,46.093750,46.250000,45.968750,46.125000,27.391308,367600
1993-11-09,46.437500,46.468750,46.125000,46.156250,27.409872,246900
1993-11-10,46.156250,46.500000,46.031250,46.500000,27.614010,46500
1993-11-11,46.500000,46.625000,46.343750,46.375000,27.539776,88900
1993-11-12,46.468750,46.750000,46.437500,46.593750,27.669678,108200
1993-11-15,46.687500,46.687500,46.437500,46.562500,27.651127,243300
1993-11-16,46.656250,46.812500,46.468750,46.781250,27.781019,492600
1993-11-17,46.812500,46.812500,46.406250,46.531250,27.632574,39600
1993-11-18,46.468750,46.562500,46.281250,46.406250,27.558329,240800
1993-11-19,46.250000,46.375000,46.218750,46.312500,27.502663,106000
1993-11-22,46.187500,46.218750,45.875000,46.031250,27.335630,165300
1993-11-23,46.281250,46.312500,46.031250,46.281250,27.484112,89700
1993-11-24,46.406250,46.500000,46.343750,46.468750,27.595463,77200
1993-11-26,46.593750,46.593750,46.468750,46.500000,27.614010,1019800
1993-11-29,46.625000,46.718750,46.312500,46.312500,27.502663,517500
1993-11-30,46.281250,46.562500,46.250000,46.343750,27.521225,230000
1993-12-01,46.593750,46.625000,46.406250,46.406250,27.558329,379200
1993-12-02,46.500000,46.562500,46.406250,46.531250,27.632574,352000
1993-12-03,46.500000,46.718750,46.500000,46.718750,27.743908,306000
1993-12-06,46.781250,46.937500,46.781250,46.875000,27.836702,99500
1993-12-07,46.875000,46.906250,46.781250,46.843750,27.818127,88800
1993-12-08,46.843750,46.843750,46.781250,46.843750,27.818127,146700
1993-12-09,46.843750,46.906250,46.625000,46.687500,27.725351,416500
1993-12-10,46.718750,46.718750,46.500000,46.593750,27.669678,412900
1993-12-13,46.593750,46.875000,46.531250,46.875000,27.836702,273200
1993-12-14,46.906250,46.906250,46.531250,46.531250,27.632574,41900
1993-12-15,46.593750,46.625000,46.468750,46.468750,27.595463,82600
1993-12-16,46.656250,46.656250,46.562500,46.625000,27.688246,78200
1993-12-17,46.406250,46.593750,46.375000,46.562500,27.840414,104700
1993-12-20,46.531250,46.656250,46.500000,46.625000,27.877789,68800
1993-12-21,46.562500,46.562500,46.406250,46.468750,27.784365,205700
1993-12-22,46.593750,46.812500,46.500000,46.781250,27.971191,410300
1993-12-23,46.750000,46.843750,46.687500,46.750000,27.952524,533800
1993-12-27,46.750000,47.000000,46.750000,47.000000,28.102009,447100
1993-12-28,46.968750,47.125000,46.937500,47.093750,28.158049,880600
1993-12-29,47.125000,47.156250,47.000000,47.031250,28.120676,266700
1993-12-30,47.000000,47.000000,46.750000,46.843750,28.008568,219900
1993-12-31,46.937500,47.000000,46.562500,46.593750,27.859093,312900
1994-01-03,46.593750,46.656250,46.406250,46.468750,27.784365,960900
1994-01-04,46.531250,46.656250,46.468750,46.656250,27.896463,164300
1994-01-05,46.718750,46.781250,46.531250,46.750000,27.952524,710900
1994-01-06,46.812500,46.843750,46.687500,46.750000,27.952524,201000
1994-01-07,46.843750,47.062500,46.718750,47.031250,28.120676,775500
1994-01-10,47.093750,47.593750,46.968750,47.593750,28.457014,593700
1994-01-11,47.562500,47.562500,47.343750,47.500000,28.400944,295200
1994-01-12,47.531250,47.531250,47.187500,47.343750,28.307524,158400
1994-01-13,47.218750,47.312500,47.156250,47.218750,28.232784,244300
1994-01-14,47.375000,47.500000,47.375000,47.406250,28.344904,137200
1994-01-17,47.406250,47.468750,47.312500,47.406250,28.344904,17700
1994-01-18,47.468750,47.531250,47.375000,47.468750,28.382261,166400
1994-01-19,47.406250,47.468750,47.250000,47.343750,28.307524,200800
1994-01-20,47.406250,47.500000,47.375000,47.468750,28.382261,281100
1994-01-21,47.531250,47.531250,47.343750,47.375000,28.326208,85600
1994-01-24,47.343750,47.562500,47.187500,47.187500,28.214113,373800
1994-01-25,47.218750,47.250000,47.093750,47.187500,28.214113,310400
1994-01-26,47.187500,47.343750,47.125000,47.312500,28.288851,145100
1994-01-27,47.406250,47.812500,47.343750,47.750000,28.550425,344500
1994-01-28,47.937500,48.031250,47.875000,47.875000,28.625168,356500
1994-01-31,48.062500,48.312500,48.000000,48.218750,28.830711,313800
1994-02-01,48.156250,48.156250,47.906250,47.968750,28.681223,303600
1994-02-02,48.125000,48.281250,48.093750,48.281250,28.868061,307600
1994-02-03,48.187500,48.187500,47.906250,48.062500,28.737291,466100
1994-02-04,48.062500,48.125000,46.968750,46.968750,28.083323,1403200
1994-02-07,46.843750,47.312500,46.843750,47.187500,28.214113,516400
1994-02-08,47.281250,47.281250,47.031250,47.218750,28.232784,188200
1994-02-09,47.250000,47.437500,47.187500,47.406250,28.344904,144600
1994-02-10,47.375000,47.406250,47.000000,47.000000,28.102009,883900
1994-02-11,47.031250,47.281250,46.812500,47.156250,28.195423,519400
1994-02-14,47.062500,47.375000,47.000000,47.218750,28.232784,2742100
1994-02-15,47.312500,47.500000,47.250000,47.468750,28.382261,374700
1994-02-16,47.531250,47.531250,47.343750,47.437500,28.363594,287600
1994-02-17,47.656250,47.687500,47.031250,47.156250,28.195423,342400
1994-02-18,47.187500,47.218750,46.750000,46.875000,28.027248,313300
1994-02-22,47.000000,47.343750,47.000000,47.343750,28.307524,154500
1994-02-23,47.406250,47.437500,47.062500,47.218750,28.232784,391700
1994-02-24,47.062500,47.062500,46.562500,46.593750,27.859093,770800
1994-02-25,46.656250,46.812500,46.562500,46.812500,27.989889,531300
1994-02-28,46.937500,47.062500,46.812500,46.812500,27.989889,333000
1994-03-01,46.812500,46.906250,46.375000,46.625000,27.877789,423600
1994-03-02,46.031250,46.687500,45.906250,46.687500,27.915161,581500
1994-03-03,46.625000,46.625000,46.437500,46.562500,27.840414,223200
1994-03-04,46.562500,46.812500,46.406250,46.687500,27.915161,595800
1994-03-07,46.843750,47.000000,46.843750,46.937500,28.064617,539800
1994-03-08,46.968750,46.968750,46.687500,46.750000,27.952524,880300
1994-03-09,46.812500,47.000000,46.593750,46.968750,28.083323,2500100
1994-03-10,46.937500,46.937500,46.437500,46.593750,27.859093,207400
1994-03-11,46.656250,46.906250,46.406250,46.843750,28.008568,576600
1994-03-14,47.031250,47.031250,46.843750,46.906250,28.045940,345900
1994-03-15,47.000000,47.093750,46.843750,46.875000,28.027248,748600
1994-03-16,46.937500,47.250000,46.781250,47.250000,28.251478,455500
1994-03-17,47.093750,47.312500,47.093750,47.250000,28.251478,133000
1994-03-18,46.750000,47.031250,46.718750,46.968750,28.245317,365500
1994-03-21,46.812500,46.937500,46.718750,46.843750,28.170128,324800
1994-03-22,46.843750,47.062500,46.750000,46.968750,28.245317,435700
1994-03-23,46.937500,47.062500,46.906250,46.937500,28.226507,698500
1994-03-24,46.750000,46.843750,46.156250,46.375000,27.888252,1200500
1994-03-25,46.406250,46.531250,45.937500,45.937500,27.625149,100900
1994-03-28,46.000000,46.062500,45.593750,46.000000,27.662741,1117200
1994-03-29,46.000000,46.031250,45.093750,45.093750,27.117752,338400
1994-03-30,45.125000,45.250000,44.468750,44.468750,26.741907,1123900
1994-03-31,44.468750,44.687500,43.531250,44.593750,26.817070,788800
1994-04-04,43.343750,44.031250,43.343750,43.906250,26.403637,2627300
1994-04-05,44.343750,44.812500,44.343750,44.812500,26.948631,1179000
1994-04-06,44.875000,44.906250,44.500000,44.812500,26.948631,516500
1994-04-07,44.781250,45.125000,44.531250,45.031250,27.080162,666100
1994-04-08,44.937500,44.937500,44.468750,44.687500,26.873451,242400
1994-04-11,44.812500,45.062500,44.703125,44.875000,26.986206,203300
1994-04-12,44.921875,45.000000,44.718750,44.812500,26.948631,1409200
1994-04-13,44.796875,44.906250,44.250000,44.578125,26.807682,364100
1994-04-14,44.500000,44.828125,44.406250,44.593750,26.817070,419900
1994-04-15,44.578125,44.781250,44.515625,44.593750,26.817070,387300
1994-04-18,44.640625,44.765625,44.156250,44.296875,26.638538,369100
1994-04-19,44.250000,44.531250,43.984375,44.359375,26.676115,472200
1994-04-20,44.406250,44.515625,44.078125,44.312500,26.647940,508000
1994-04-21,44.500000,44.968750,44.343750,44.906250,27.004997,200300
1994-04-22,45.015625,45.046875,44.734375,44.859375,26.976810,301800
1994-04-25,44.843750,45.359375,44.843750,45.328125,27.258713,394600
1994-04-26,45.265625,45.343750,45.187500,45.281250,27.230507,399000
1994-04-28,45.187500,45.250000,44.812500,44.953125,27.033171,287000
1994-04-29,44.875000,45.156250,44.812500,45.093750,27.117752,481900
1994-05-02,45.093750,45.718750,44.937500,45.375000,27.286882,275000
1994-05-03,45.390625,45.406250,45.062500,45.328125,27.258713,183400
1994-05-04,45.421875,45.421875,45.078125,45.250000,27.211708,401900
1994-05-05,45.296875,45.375000,45.187500,45.187500,27.174126,659800
1994-05-06,44.968750,44.968750,44.593750,44.750000,26.911034,216300
1994-05-09,44.625000,44.750000,44.281250,44.359375,26.676115,499300
1994-05-10,44.578125,44.843750,44.546875,44.703125,26.882868,583400
1994-05-11,44.656250,44.718750,44.171875,44.296875,26.638538,210600
1994-05-12,44.578125,44.625000,44.406250,44.515625,26.770090,305200
1994-05-13,44.640625,44.640625,44.296875,44.515625,26.770090,321300
1994-05-16,44.609375,44.750000,44.515625,44.531250,26.779476,450400
1994-05-17,44.562500,45.187500,44.500000,45.187500,27.174126,470200
1994-05-18,45.218750,45.687500,45.015625,45.515625,27.371443,824800
1994-05-19,45.421875,45.859375,45.421875,45.734375,27.502983,531000
1994-05-20,45.656250,45.687500,45.500000,45.562500,27.399639,370400
1994-05-23,45.515625,45.531250,45.343750,45.484375,27.352644,262700
1994-05-24,45.609375,45.843750,45.609375,45.671875,27.465405,549600
1994-05-25,45.500000,45.828125,45.343750,45.796875,27.540598,738200
1994-05-26,45.781250,45.937500,45.734375,45.828125,27.559374,369600
1994-05-27,45.750000,45.875000,45.671875,45.875000,27.587566,162000
1994-05-31,45.734375,45.906250,45.656250,45.812500,27.549982,160000
1994-06-01,45.703125,46.015625,45.562500,46.015625,27.672134,200500
1994-06-02,46.046875,46.046875,45.890625,45.968750,27.643961,55100
1994-06-03,46.000000,46.390625,45.859375,46.234375,27.803677,550400
1994-06-06,46.328125,46.468750,46.187500,46.218750,27.794271,99300
1994-06-07,46.140625,46.218750,46.031250,46.156250,27.756706,120600
1994-06-08,46.265625,46.265625,45.781250,45.781250,27.531185,131900
1994-06-09,45.984375,46.031250,45.890625,46.031250,27.681534,80500
1994-06-10,46.078125,46.203125,46.078125,46.109375,27.728502,83100
1994-06-13,46.046875,46.187500,46.031250,46.171875,27.766088,109700
1994-06-14,46.312500,46.546875,46.312500,46.531250,27.982224,161000
1994-06-15,46.546875,46.562500,46.312500,46.343750,27.869465,142800
1994-06-16,46.343750,46.468750,46.296875,46.437500,27.925833,44000
1994-06-17,46.156250,46.203125,45.812500,45.875000,27.769957,403800
1994-06-20,45.546875,45.625000,45.437500,45.484375,27.533484,137400
1994-06-21,45.453125,45.453125,44.906250,45.093750,27.297028,139200
1994-06-22,45.218750,45.421875,45.171875,45.265625,27.401075,279900
1994-06-23,45.343750,45.406250,44.937500,45.000000,27.240282,922500
1994-06-24,44.781250,44.781250,44.000000,44.062500,26.672781,353800
1994-06-27,44.234375,44.828125,44.015625,44.828125,27.136240,371200
1994-06-28,44.843750,44.843750,44.250000,44.609375,27.003820,5382300
1994-06-29,44.671875,45.015625,44.625000,44.750000,27.088951,311800
1994-06-30,44.828125,44.843750,44.312500,44.468750,26.918703,271900
1994-07-01,44.687500,44.687500,44.375000,44.562500,26.975452,406900
1994-07-05,44.656250,44.859375,44.515625,44.796875,27.117334,112000
1994-07-06,44.625000,44.812500,44.468750,44.734375,27.079483,174800
1994-07-07,44.734375,44.921875,44.687500,44.921875,27.192999,66700
1994-07-08,44.640625,44.984375,44.625000,44.906250,27.183537,148400
1994-07-11,44.937500,45.015625,44.531250,44.750000,27.088951,124000
1994-07-12,44.765625,44.828125,44.515625,44.812500,27.126801,257300
1994-07-13,44.828125,45.031250,44.828125,44.890625,27.174080,532700
1994-07-14,45.109375,45.468750,45.078125,45.375000,27.467285,494200
1994-07-15,45.343750,45.484375,45.328125,45.390625,27.476755,49100
1994-07-18,45.390625,45.578125,45.390625,45.468750,27.524038,72300
1994-07-19,45.546875,45.562500,45.375000,45.375000,27.467285,609500
1994-07-20,45.406250,45.406250,45.062500,45.171875,27.344322,185300
1994-07-21,45.171875,45.296875,45.078125,45.265625,27.401075,86300
1994-07-22,45.375000,45.406250,45.250000,45.343750,27.448374,151600
1994-07-25,45.359375,45.453125,45.312500,45.406250,27.486204,120900
1994-07-26,45.390625,45.421875,45.312500,45.359375,27.457821,489600
1994-07-27,45.359375,45.359375,45.171875,45.359375,27.457821,83200
1994-07-28,45.359375,45.578125,45.359375,45.453125,27.514574,828200
1994-07-29,45.765625,46.046875,45.750000,45.906250,27.788887,459100
1994-08-01,45.937500,46.156250,45.890625,46.125000,27.921295,486300
1994-08-02,46.281250,46.375000,46.031250,46.187500,27.959127,505500
1994-08-03,46.171875,46.234375,46.093750,46.203125,27.968584,144100
1994-08-04,46.171875,46.218750,45.921875,45.937500,27.807787,231700
1994-08-05,45.703125,45.843750,45.656250,45.781250,27.713207,138400
1994-08-08,45.828125,45.937500,45.781250,45.890625,27.779411,328600
1994-08-09,45.718750,45.968750,45.718750,45.968750,27.826727,105900
1994-08-10,46.000000,46.187500,45.937500,46.140625,27.930761,840300
1994-08-11,46.031250,46.234375,45.734375,45.968750,27.826727,876200
1994-08-12,46.046875,46.343750,46.046875,46.328125,28.044264,184100
1994-08-15,46.375000,46.484375,46.312500,46.312500,28.034807,325900
1994-08-16,46.343750,46.687500,46.156250,46.640625,28.233433,1089500
1994-08-17,46.703125,46.734375,46.578125,46.609375,28.214502,133700
1994-08-18,46.453125,46.562500,46.406250,46.453125,28.119923,620000
1994-08-19,46.468750,46.515625,46.312500,46.421875,28.101019,103200
1994-08-22,46.437500,46.437500,46.281250,46.375000,28.072632,79700
1994-08-23,46.578125,46.859375,46.515625,46.640625,28.233433,268600
1994-08-24,46.687500,47.140625,46.671875,47.140625,28.536089,254700
1994-08-25,47.093750,47.203125,46.890625,47.015625,28.460434,147400
